product_id,brand,product_name,fit_type,rise_type,price,mrp,discount_percent,rating,review_count
JN14856,SPYKAR,Men Slim Fit Low-Rise Jeans,Slim Fit,Low-Rise,1375.0,3199.0,57.02,4.1,7.0
JN14857,RARE RABBIT,Men Srito Primary Grey Jeans,Other/Unspecified,Not Specified,3399.0,6799.0,50.01,4.1,7.0
JN14859,Calvin Klein Jeans,Men Tapered Fit Jeans,Tapered Fit,Not Specified,5999.0,9999.0,40.0,4.4,5.0
JN14860,SPYKAR,Men Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1799.0,3599.0,50.01,4.4,5.0
JN14861,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1799.0,3599.0,50.01,4.4,5.0
JN14862,WROGN,Men Slim Fit Cotton Jeans,Slim Fit,Not Specified,1799.0,2399.0,25.01,4.4,5.0
JN14863,Pepe Jeans,Men Slim Fit Mid Rise Jeans,Slim Fit,Mid-Rise,1709.0,3799.0,55.01,4.5,6.0
JN14865,John Pride,Plus Size Stretchable Jeans,Other/Unspecified,Not Specified,2249.0,2999.0,25.01,4.0,63.0
JN14866,Pepe Jeans,Men Cotton Skinny Fit Jeans,Skinny Fit,Not Specified,1999.0,4999.0,60.01,4.2,31.0
JN14867,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,4.2,31.0
JN14868,Peter England Casuals,Men Heavy Fade Cotton Jeans,Other/Unspecified,Not Specified,2099.0,2999.0,30.01,4.2,31.0
JN14869,RARE RABBIT,Men Switz Slim Fit Jeans,Slim Fit,Not Specified,2399.0,3999.0,40.01,4.3,44.0
JN14871,LINARIA,Men Classic Cargo Styles Jeans,Other/Unspecified,Not Specified,489.0,1299.0,62.36,4.3,264.0
JN14872,COMFITS,Men Tapered Fit Jeans,Tapered Fit,Not Specified,420.0,1299.0,67.67,4.3,264.0
JN14873,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,420.0,1299.0,67.67,4.3,264.0
JN14874,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,2014.0,3099.0,35.01,4.2,132.0
JN14875,Mufti,Men Slim Stretchable Jeans,Slim Fit,Not Specified,1363.0,4399.0,69.02,4.0,38.0
JN14876,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1363.0,4399.0,69.02,4.0,38.0
JN14877,Nautica,Men Slim Fit Jeans,Slim Fit,Not Specified,1599.0,3999.0,60.02,4.4,178.0
JN14878,RARE RABBIT,Men Night Slim Fit Jeans,Slim Fit,Not Specified,2759.0,4599.0,40.01,4.3,40.0
JN14880,GAP,Skinny Fit Mid-Rise Jeans,Skinny Fit,Mid-Rise,1799.0,2999.0,40.01,4.2,130.0
JN14881,Louis Philippe Jeans,Men Slim Fit Heavy Fade Jeans,Slim Fit,Not Specified,2690.0,3899.0,31.01,4.2,130.0
JN14883,Mr Bowerbird,Men Tapered Cropped Jeans,Tapered Fit,Not Specified,2069.0,4499.0,54.01,4.2,130.0
JN14884,Louis Philippe Jeans,Men Slim Fit Casual Jeans,Slim Fit,Not Specified,1769.0,2999.0,41.01,4.0,7.0
JN14885,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1769.0,2999.0,41.01,4.0,7.0
JN14886,LINARIA,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,488.0,1299.0,62.43,3.8,5.0
JN14887,Being Human,Men Jeans,Other/Unspecified,Not Specified,1949.0,3899.0,50.01,3.8,5.0
JN14889,FREAKINS,Men Low Distress Jeans,Other/Unspecified,Not Specified,1799.0,3599.0,50.01,3.7,70.0
JN14890,Flying Machine,Slim Tapered Micheal Fit Jeans,Slim Fit,Not Specified,1200.0,2399.0,49.98,4.0,187.0
JN14891,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,4.0,187.0
JN14892,StyleCast x Revolte,Men Wide Leg Mid-Rise Jeans,Wide Leg,Mid-Rise,1799.0,3749.0,52.01,4.0,187.0
JN14893,THE BEETEL HOUSE,Men Mid-Rise Jeans,Other/Unspecified,Mid-Rise,599.0,2999.0,80.03,4.0,187.0
JN14895,SHOWOFF,Men Straight Fit Low-Rise Jeans,Straight Fit,Low-Rise,1759.0,4398.0,60.0,4.1,25.0
JN14896,Nautica,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,2319.0,3999.0,42.01,4.1,25.0
JN14898,Celio,Relaxed Fit Stretchable Jeans,Relaxed Fit,Not Specified,1949.0,2999.0,35.01,3.8,16.0
JN14899,glitchez,Men Slouchy Pleated Jeans,Other/Unspecified,Not Specified,447.0,1399.0,68.05,4.5,18.0
JN14903,LINARIA,Mid-Rise Slash Knee Jeans,Other/Unspecified,Mid-Rise,378.0,1299.0,70.9,4.6,5.0
JN14904,Pepe Jeans,Men Slim Fit Low-Rise Jeans,Slim Fit,Low-Rise,1619.0,3599.0,55.02,4.1,66.0
JN14905,United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1619.0,3599.0,55.02,4.1,66.0
JN14906,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1619.0,3599.0,55.02,4.1,66.0
JN14907,U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1979.0,2999.0,34.01,4.5,21.0
JN14909,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1623.0,2799.0,42.02,4.2,42.0
JN14910,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,2294.0,8499.0,73.01,4.2,42.0
JN14911,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,2294.0,8499.0,73.01,4.2,42.0
JN14912,SPYKAR,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,1709.0,5699.0,70.01,4.2,45.0
JN14913,Aeropostale,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1535.0,3199.0,52.02,4.7,53.0
JN14915,AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1934.0,4299.0,55.01,4.5,19.0
JN14916,Flying Machine,Men Slim Tapered Fit Jeans,Slim Fit,Not Specified,1859.0,3099.0,40.01,3.6,129.0
JN14917,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,3.6,129.0
JN14918,AMERICAN EAGLE OUTFITTERS,Men light fade Jeans,Other/Unspecified,Not Specified,3749.0,4999.0,25.01,3.0,5.0
JN14919,U.S. Polo Assn. Denim Co.,Men Slim Tapered Fit Jeans,Slim Fit,Not Specified,1673.0,2699.0,38.01,3.0,5.0
JN14921,Bewakoof,Men Baggy Fit Jeans,Other/Unspecified,Not Specified,1699.0,3799.0,55.28,3.8,56.0
JN14922,Banana Club,Men Straight Fit Jeans,Straight Fit,Not Specified,1839.0,1999.0,8.0,3.8,56.0
JN14923,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,1839.0,1999.0,8.0,3.8,56.0
JN14924,Aeropostale,Men Slim Fit Jeans,Slim Fit,Not Specified,1847.0,3299.0,44.01,4.4,66.0
JN14925,Roadster,Men Pure Cotton Relaxed Jeans,Relaxed Fit,Not Specified,1847.0,3299.0,44.01,4.4,66.0
JN14926,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1847.0,3299.0,44.01,4.4,66.0
JN14927,Pepe Jeans,Men Gymindigo Skinny Fit Jeans,Skinny Fit,Not Specified,2249.0,4499.0,50.01,4.1,35.0
JN14928,French Connection,Men Stretchable Jeans,Other/Unspecified,Not Specified,1676.0,3899.0,57.01,4.1,35.0
JN14930,Flying Machine,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,2009.0,2999.0,33.01,4.2,130.0
JN14931,Flying Machine,Men Cotton Slim Fit Jeans,Slim Fit,Not Specified,1644.0,3499.0,53.02,4.2,130.0
JN14933,Celio,Men Slim Fit Jeans,Slim Fit,Not Specified,1999.0,4999.0,60.01,4.2,130.0
JN14934,SZN,Men Fit Mid-Rise Jeans,Other/Unspecified,Mid-Rise,428.0,1299.0,67.05,3.2,6.0
JN14935,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,428.0,1299.0,67.05,3.2,6.0
JN14936,Snitch,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,428.0,1299.0,67.05,3.2,6.0
JN14937,SPYKAR,Men Low-Rise Jeans,Other/Unspecified,Low-Rise,1289.0,4299.0,70.02,4.2,20.0
JN14940,glitchez,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,467.0,1799.0,74.04,3.9,62.0
JN14941,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,3.9,62.0
JN14942,Levis,Men 511 Slim Fit Jeans,Slim Fit,Not Specified,2079.0,3999.0,48.01,4.6,9.0
JN14943,VYNTIQ,Baggy Mid-Rise Denim Jeans,Other/Unspecified,Mid-Rise,499.0,3299.0,84.87,4.6,9.0
JN14945,French Connection,Men Regular Fit Jeans,Regular Fit,Not Specified,1655.0,3599.0,54.02,4.1,25.0
JN14946,Pepe Jeans,Men Super Skinny Fit Jeans,Skinny Fit,Not Specified,2199.0,5499.0,60.01,3.9,22.0
JN14948,BEAT LONDON by PEPE JEANS,Men Slim Fit Jeans,Slim Fit,Not Specified,1499.0,2999.0,50.02,3.7,19.0
JN14949,Being Human,Men Slim Fit High-Rise Jeans,Slim Fit,High-Rise,1649.0,3299.0,50.02,3.7,19.0
JN14953,SPYKAR,Men Low-Rise Cotton Jeans,Other/Unspecified,Low-Rise,1229.0,4099.0,70.02,4.2,17.0
JN14954,Roadster,Men Pure Cotton Relaxed Jeans,Relaxed Fit,Not Specified,1229.0,4099.0,70.02,4.2,17.0
JN14955,United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1229.0,4099.0,70.02,4.2,17.0
JN14956,SPYKAR,Men High-Rise Jeans,Other/Unspecified,High-Rise,1649.0,5499.0,70.01,4.4,20.0
JN14957,True Religion,Mid-Rise Slim Fit Jeans,Slim Fit,Mid-Rise,16799.0,23999.0,30.0,4.4,20.0
JN14959,Aeropostale,Men Slim Fit Jeans,Slim Fit,Not Specified,1405.0,3699.0,62.02,4.2,42.0
JN14960,WROGN,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1449.0,2499.0,42.02,4.0,600.0
JN14961,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1449.0,2499.0,42.02,4.0,600.0
JN14962,glitchez,Men Slim Fit Jeans,Slim Fit,Not Specified,559.0,1999.0,72.04,3.8,25.0
JN14963,Numero Uno,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,2149.0,4299.0,50.01,3.8,25.0
JN14965,WROGN,Men Loose Fit Cotton Jeans,Loose Fit,Not Specified,1619.0,2699.0,40.01,4.1,39.0
JN14966,Dais,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,499.0,1299.0,61.59,4.1,39.0
JN14967,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,4.1,39.0
JN14968,Nautica,Men Straight Fit Jeans,Straight Fit,Not Specified,1559.0,3899.0,60.02,4.2,16.0
JN14969,Snitch,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1559.0,3899.0,60.02,4.2,16.0
JN14971,Tommy Hilfiger,Men Austin Slim Fit Jeans,Slim Fit,Not Specified,4499.0,8999.0,50.01,4.3,7.0
JN14972,SPYKAR,Men Skinny Fit Low-Rise Jeans,Skinny Fit,Low-Rise,1169.0,3899.0,70.02,4.1,34.0
JN14973,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,1169.0,3899.0,70.02,4.1,34.0
JN14974,U.S. Polo Assn. Denim Co.,Slim Fit Heavy Fade Jeans,Slim Fit,Not Specified,1169.0,3899.0,70.02,4.1,34.0
JN14975,Urbano Plus,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1935.0,4399.0,56.01,4.1,34.0
JN14976,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1935.0,4399.0,56.01,4.1,34.0
JN14977,The Souled Store,Men Straight Fit Jeans,Straight Fit,Not Specified,2499.0,2899.0,13.8,4.2,37.0
JN14978,Peter England Casuals,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,4.2,37.0
JN14980,Banana Club,Men Slim Fit Jeans,Slim Fit,Not Specified,1539.0,1999.0,23.01,3.8,10.0
JN14981,AWACK,Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,2099.0,2999.0,30.01,3.8,10.0
JN14982,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2309.0,3499.0,34.01,3.8,10.0
JN14983,Flying Machine,Men Jackson Skinny Fit Jeans,Skinny Fit,Not Specified,1429.0,2199.0,35.02,4.1,195.0
JN14984,French Connection,Men Slim Fit Jeans,Slim Fit,Not Specified,1563.0,3399.0,54.02,4.1,195.0
JN14985,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1563.0,3399.0,54.02,4.1,195.0
JN14986,StyleCast,Men Mid-Rise Jeans,Other/Unspecified,Mid-Rise,1611.0,3099.0,48.02,3.1,155.0
JN14987,SPYKAR,Men Slim Fit Low-Rise Jeans,Slim Fit,Low-Rise,2649.0,5299.0,50.01,3.1,155.0
JN14989,LINARIA,Men Straight Fit Jeans,Straight Fit,Not Specified,378.0,1299.0,70.9,3.9,31.0
JN14990,SPYKAR,Men Slim Fit Low-Rise Jeans,Slim Fit,Low-Rise,1349.0,4499.0,70.02,4.2,66.0
JN14991,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,4.2,66.0
JN14992,WROGN,Men Wide Leg Mid-Rise Jeans,Wide Leg,Mid-Rise,2029.0,2899.0,30.01,4.2,66.0
JN14993,VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,Slim Fit,Not Specified,2099.0,3499.0,40.01,5.0,5.0
JN14995,High Star,Men Wide Leg Cotton Jeans,Wide Leg,Not Specified,1511.0,2799.0,46.02,3.9,99.0
JN14996,THE BEAR HOUSE,Men Baggy Fit Jean,Other/Unspecified,Not Specified,1847.0,3299.0,44.01,3.9,99.0
JN14998,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1803.0,4399.0,59.01,4.2,5.0
JN14999,DENIMLOOK,Men Straight Fit Jeans,Straight Fit,Not Specified,599.0,2499.0,76.03,3.7,30.0
JN15003,COMFITS,Men Baggy Stretchable Jeans,Other/Unspecified,Not Specified,469.0,1299.0,63.9,4.6,5.0
JN15004,Blackberrys,Men Skinny Fit Jeans,Skinny Fit,Not Specified,469.0,1299.0,63.9,4.6,5.0
JN15005,United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,469.0,1299.0,63.9,4.6,5.0
JN15006,LINARIA,Men Slim Fit Cotton Jeans,Slim Fit,Not Specified,377.0,1299.0,70.98,4.6,5.0
JN15007,COMFITS,Men Classic Cargo Styles Jeans,Other/Unspecified,Not Specified,488.0,1299.0,62.43,3.3,8.0
JN15009,CINOCCI,Cargo Styles Relaxed Fit Jeans,Relaxed Fit,Not Specified,1399.0,2799.0,50.02,4.0,22.0
JN15010,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1949.0,2999.0,35.01,3.9,151.0
JN15011,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1949.0,2999.0,35.01,3.9,151.0
JN15012,Mufti,Mid-Rise Stretchable Jeans,Other/Unspecified,Mid-Rise,1434.0,3499.0,59.02,4.5,31.0
JN15013,Style Quotient,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1644.0,3499.0,53.02,4.6,13.0
JN15015,LINARIA,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,488.0,1299.0,62.43,4.0,63.0
JN15016,SPYKAR,Men Light Fade Cotton Jeans,Other/Unspecified,Not Specified,1589.0,5299.0,70.01,3.7,43.0
JN15017,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,3.7,43.0
JN15018,Mufti,Men Skinny Fit Casual Jeans,Skinny Fit,Not Specified,1393.0,3399.0,59.02,3.9,13.0
JN15019,Mufti,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1352.0,3299.0,59.02,4.1,38.0
JN15021,DENIMLOOK,Men Relaxed Fit Low-Rise Jeans,Relaxed Fit,Low-Rise,599.0,2999.0,80.03,4.3,264.0
JN15022,Pepe Jeans,Slim Fit Heavy Fade Jeans,Slim Fit,Not Specified,1799.0,3599.0,50.01,4.3,264.0
JN15023,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,1799.0,3599.0,50.01,4.3,264.0
JN15024,Crimsoune Club,Men Slim Fit Jeans,Slim Fit,Not Specified,1449.0,2899.0,50.02,4.3,264.0
JN15025,Crimsoune Club,Men Slim Fit Jeans,Slim Fit,Not Specified,1499.0,2999.0,50.02,4.3,264.0
JN15026,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1499.0,2999.0,50.02,4.3,264.0
JN15027,Peter England Casuals,Men Slim Fit Light Fade Jeans,Slim Fit,Not Specified,1425.0,2299.0,38.02,4.3,264.0
JN15028,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1393.0,3399.0,59.02,4.4,78.0
JN15030,WROGN,Men Pure Cotton Loose Jeans,Loose Fit,Not Specified,1039.0,2599.0,60.02,4.4,9.0
JN15031,Snitch,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,879.0,1599.0,45.03,4.2,123.0
JN15032,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2309.0,3499.0,34.01,4.2,123.0
JN15033,StyleCast x Revolte,Men Baggy Mid-Rise Jeans,Other/Unspecified,Mid-Rise,2295.0,4099.0,44.01,4.2,123.0
JN15034,LINARIA,Men Regular Fit Cotton Jeans,Regular Fit,Not Specified,379.0,1299.0,70.82,4.2,123.0
JN15035,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,379.0,1299.0,70.82,4.2,123.0
JN15036,U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,Tapered Fit,Not Specified,1610.0,3499.0,53.99,4.3,7.0
JN15037,Urbano Plus,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1399.0,2799.0,50.02,4.2,76.0
JN15039,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,1590.0,4299.0,63.01,3.9,31.0
JN15040,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,2239.0,3499.0,36.01,3.9,31.0
JN15042,GAP,Mid Wash Slim-Fit Jeans,Slim Fit,Not Specified,1924.0,3499.0,45.01,3.9,31.0
JN15043,COMFITS,Men Slim Fit Stretchable Jeans,Slim Fit,Not Specified,418.0,1299.0,67.82,3.9,31.0
JN15045,Flying Machine,Men Slim Fit Low-Rise Jeans,Slim Fit,Low-Rise,1575.0,3499.0,54.99,4.1,20.0
JN15046,Nautica,Men Slim Fit Jeans,Slim Fit,Not Specified,1719.0,3999.0,57.01,3.9,9.0
JN15048,Turtle,Men Tapered Fit Jeans,Tapered Fit,Not Specified,1399.0,2799.0,50.02,3.8,5.0
JN15049,FREAKINS,Men Straight Fit Cotton Jeans,Straight Fit,Not Specified,1799.0,4999.0,64.01,3.8,35.0
JN15053,Peter England Casuals,Men Skinny Fit Low-Rise Jeans,Skinny Fit,Low-Rise,1859.0,2999.0,38.01,4.6,5.0
JN15054,Pepe Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,2399.0,5999.0,60.01,3.9,30.0
JN15055,United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,2399.0,5999.0,60.01,3.9,30.0
JN15056,WROGN,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1735.0,2799.0,38.01,3.9,30.0
JN15057,Pepe Jeans,Men Slim Fit Low Rise Jeans,Slim Fit,Low-Rise,2024.0,4499.0,55.01,4.5,40.0
JN15059,Flying Machine,Men Super Skinny Fit Jeans,Skinny Fit,Not Specified,1800.0,3999.0,54.99,4.3,26.0
JN15060,Snitch,Men Relaxed Fit Ombre Jeans,Relaxed Fit,Not Specified,1800.0,3999.0,54.99,4.3,26.0
JN15061,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1800.0,3999.0,54.99,4.3,26.0
JN15062,DENNISON,Baggy Fit Cargo Jeans,Other/Unspecified,Not Specified,1359.0,3999.0,66.02,4.3,26.0
JN15063,Metronaut,Men Cotton Straight Fit Jeans,Straight Fit,Not Specified,419.0,1299.0,67.74,4.3,26.0
JN15065,StyleCast,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1589.0,2999.0,47.02,4.0,63.0
JN15066,WROGN,Men Comfort Tapered Fit Jeans,Tapered Fit,Not Specified,1679.0,2799.0,40.01,4.0,63.0
JN15068,Tommy Hilfiger,Men Mid-Rise Jeans,Other/Unspecified,Mid-Rise,6499.0,9999.0,35.0,4.0,63.0
JN15069,GAP,Men Cotton Straight Fit Jeans,Straight Fit,Not Specified,2699.0,4499.0,40.01,4.0,63.0
JN15071,SPYKAR,Men Skinny Fit Low-Rise Jeans,Skinny Fit,Low-Rise,1749.0,3499.0,50.01,4.3,264.0
JN15072,WROGN,Men Anti Fit Jeans,Anti Fit,Not Specified,1623.0,2799.0,42.02,3.4,32.0
JN15073,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,1623.0,2799.0,42.02,3.4,32.0
JN15074,glitchez,Men Slim Fit Jeans,Slim Fit,Not Specified,559.0,1999.0,72.04,4.1,69.0
JN15075,LINARIA,Men Slim Fit Jeans,Slim Fit,Not Specified,378.0,1299.0,70.9,4.1,69.0
JN15076,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,378.0,1299.0,70.9,4.1,69.0
JN15077,WROGN,Comfort Heavy Fade Jeans,Other/Unspecified,Not Specified,1484.0,3299.0,55.02,4.6,8.0
JN15078,SPYKAR,Mildly Distressed Cotton Jeans,Other/Unspecified,Not Specified,1799.0,4499.0,60.01,4.6,8.0
JN15080,Cantabil,Men Mid-Rise Denim Jeans,Other/Unspecified,Mid-Rise,1799.0,3999.0,55.01,4.2,130.0
JN15081,Kook N Keech,Men Baggy Jeans,Other/Unspecified,Not Specified,549.0,1799.0,69.48,3.7,26.0
JN15082,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2309.0,3499.0,34.01,3.7,26.0
JN15083,SPYKAR,Men Regular Fit Mid-Rise Jeans,Regular Fit,Mid-Rise,1649.0,3299.0,50.02,3.7,26.0
JN15084,WROGN,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1594.0,2899.0,45.02,3.8,5.0
JN15085,United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1594.0,2899.0,45.02,3.8,5.0
JN15086,RARE RABBIT,Men Relaxed Fit Mid Rise Jeans,Relaxed Fit,Mid-Rise,3149.0,6299.0,50.01,3.1,10.0
JN15087,United Colors of Benetton,Men Light Fade Jeans,Other/Unspecified,Not Specified,2499.0,4999.0,50.01,4.7,16.0
JN15089,SPYKAR,Men Bootcut Cotton Jeans,Bootcut,Not Specified,2199.0,5499.0,60.01,4.2,21.0
JN15090,WROGN,Men Anti Fit Jeans,Anti Fit,Not Specified,1455.0,2799.0,48.02,4.2,21.0
JN15092,Pepe Jeans,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1799.0,3999.0,55.01,4.3,17.0
JN15093,Snitch,Men Straight Fit Jeans,Straight Fit,Not Specified,1799.0,3999.0,55.01,4.3,17.0
JN15095,StyleCast,Straight Fit Mid-Rise Jeans,Straight Fit,Mid-Rise,1799.0,3999.0,55.01,4.1,25.0
JN15096,Pepe Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1259.0,3599.0,65.02,4.0,209.0
JN15098,FREAKINS,Men High-Rise Cotton Jeans,Other/Unspecified,High-Rise,1799.0,4199.0,57.16,4.1,14.0
JN15099,Red Tape,Men Skinny Fit Mid-Rise Jeans,Skinny Fit,Mid-Rise,1799.0,5999.0,70.01,4.1,14.0
JN15103,U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,Skinny Fit,Mid-Rise,1655.0,2299.0,28.01,4.6,5.0
JN15104,AMERICAN EAGLE OUTFITTERS,Men Slim Fit Jeans,Slim Fit,Not Specified,1649.0,2999.0,45.02,3.8,69.0
JN15105,United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1649.0,2999.0,45.02,3.8,69.0
JN15106,Levis,Men 511 Slim Fit Jeans,Slim Fit,Not Specified,2969.0,3299.0,10.0,3.8,69.0
JN15107,Nautica,Men Slim Fit Jeans,Slim Fit,Not Specified,1633.0,3799.0,57.02,4.0,31.0
JN15109,GANT,Men Mid-Rise Jeans,Other/Unspecified,Mid-Rise,1623.0,2799.0,42.02,4.2,42.0
JN15110,Peter England Casuals,Men Slim Fit Jeans,Slim Fit,Not Specified,1623.0,2799.0,42.02,4.2,42.0
JN15112,Snitch,Men Jeans,Other/Unspecified,Not Specified,1439.0,1799.0,20.01,4.2,42.0
JN15113,WROGN,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1819.0,2799.0,35.01,4.2,42.0
JN15115,LINARIA,Men Slim Fit Cotton Jeans,Slim Fit,Not Specified,418.0,1299.0,67.82,4.0,63.0
JN15116,Hubberholme,Men Mid-Rise Jeans,Other/Unspecified,Mid-Rise,1189.0,3399.0,65.02,4.0,63.0
JN15118,Celio,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1829.0,2999.0,39.01,4.0,63.0
JN15119,THE BEETEL HOUSE,Men Baggy Mid-Rise Jeans,Other/Unspecified,Mid-Rise,599.0,2999.0,80.03,4.0,63.0
JN15121,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1550.0,3299.0,53.02,4.1,9.0
JN15122,Nautica,Men Straight Fit Jeans,Straight Fit,Not Specified,1599.0,3999.0,60.02,4.4,131.0
JN15123,United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,Regular Fit,Mid-Rise,1599.0,3999.0,60.02,4.4,131.0
JN15124,Peter England Casuals,Men's Slim Fit Jeans,Slim Fit,Not Specified,1611.0,2599.0,38.01,4.4,131.0
JN15125,StyleCast x Revolte,Men Wide Leg Jeans,Wide Leg,Not Specified,1641.0,3349.0,51.0,3.4,24.0
JN15126,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,1641.0,3349.0,51.0,3.4,24.0
JN15127,U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1735.0,2799.0,38.01,4.2,13.0
JN15128,Powerlook,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1594.0,2899.0,45.02,4.3,23.0
JN15130,Urbano Plus,Men Plus Size Cotton Jeans,Other/Unspecified,Not Specified,1499.0,2999.0,50.02,4.2,130.0
