product_id,brand,product_name,fit_type,rise_type,price,mrp,discount_percent,rating,review_count
JN00001,WROGN,Men Loose Fit Cotton Jeans,Loose Fit,Not Specified,1374.0,2499.0,45.02,4.2,57.0
JN00002,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,4.6,5.0
JN00003,Roadster,Men Pure Cotton Jeans,Other/Unspecified,Not Specified,974.0,2499.0,61.02,3.6,1100.0
JN00004,Bene Kleed,Relaxed Fit Denim Jeans,Relaxed Fit,Not Specified,873.0,2299.0,62.03,4.0,4800.0
JN00005,Levis,Men 511 Slim Fit Jeans,Slim Fit,Not Specified,1478.0,2899.0,49.02,4.3,264.0
JN00006,HERE&NOW,Men Stretchable Jeans,Other/Unspecified,Not Specified,798.0,1699.0,53.03,4.0,33.0
JN00007,Urbano Fashion,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,944.0,2099.0,55.03,4.0,4200.0
JN00008,WROGN,Men Anti Fit Jeans,Anti Fit,Not Specified,1623.0,2799.0,42.02,4.2,42.0
JN00009,Bene Kleed,Men Wide Leg Heavy Fade Jeans,Wide Leg,Not Specified,839.0,2799.0,70.03,3.6,114.0
JN00010,Bene Kleed,Relaxed Fit Denim Jeans,Relaxed Fit,Not Specified,873.0,2299.0,62.03,4.1,5200.0
JN00011,Roadster,Men Regular Fit Mid-Rise Jeans,Regular Fit,Mid-Rise,759.0,1899.0,60.03,4.0,63.0
JN00012,Bene Kleed,Men Bootcut Jeans,Bootcut,Not Specified,873.0,2299.0,62.03,4.0,757.0
JN00013,Bene Kleed,Men Wide Leg Jeans,Wide Leg,Not Specified,857.0,2599.0,67.03,3.6,152.0
JN00014,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,3.6,152.0
JN00015,styzon,Men Jogger Mid-Rise Jeans,Other/Unspecified,Mid-Rise,899.0,3599.0,75.02,4.1,64.0
JN00016,Roadster,Cotton Ecru Straight Fit Jeans,Straight Fit,Not Specified,949.0,2499.0,62.02,3.8,80.0
JN00017,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,949.0,2499.0,62.02,3.8,80.0
JN00018,styzon,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,989.0,1799.0,45.03,3.9,42.0
JN00019,Bene Kleed,Men Bootcut Jeans,Bootcut,Not Specified,850.0,2299.0,63.03,3.9,1000.0
JN00020,WROGN,Men Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1275.0,2199.0,42.02,4.2,130.0
JN00021,HIGHLANDER,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,769.0,2749.0,72.03,3.6,432.0
JN00022,Bene Kleed,Men Mid-Rise Boot Cut Jeans,Bootcut,Mid-Rise,873.0,2299.0,62.03,4.0,591.0
JN00023,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2309.0,3499.0,34.01,4.0,591.0
JN00024,WROGN,Men Pure Cotton Loose Jeans,Loose Fit,Not Specified,1449.0,2499.0,42.02,3.9,111.0
JN00025,Urbano Fashion,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1034.0,2299.0,55.02,3.6,618.0
JN00026,Levis,Men 511 Slim Fit Jeans,Slim Fit,Not Specified,2079.0,3999.0,48.01,3.9,31.0
JN00027,Kotty,Men Low-Rise Jeans,Other/Unspecified,Low-Rise,519.0,1999.0,74.04,3.7,1500.0
JN00028,Bene Kleed,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,873.0,2299.0,62.03,4.1,4200.0
JN00029,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,4.1,4200.0
JN00030,Roadster,Men Wide Leg Jeans,Wide Leg,Not Specified,999.0,2499.0,60.02,3.4,53.0
JN00031,Kotty,Men Straight Fit Jeans,Straight Fit,Not Specified,719.0,1999.0,64.03,3.8,61.0
JN00032,WROGN,Men Anti Fit Jeans,Anti Fit,Not Specified,1399.0,2799.0,50.02,4.1,25.0
JN00033,Mast & Harbour,Men Bootcut Jeans,Bootcut,Not Specified,869.0,2999.0,71.02,4.1,211.0
JN00034,Kotty,Men Low-Rise Cargo  Jeans,Other/Unspecified,Low-Rise,639.0,1999.0,68.03,4.2,2000.0
JN00035,Mufti,Men Mid-Rise Skinny Fit Jeans,Skinny Fit,Mid-Rise,1393.0,3399.0,59.02,3.8,16.0
JN00036,Mast & Harbour,Men Stretchable Jeans,Other/Unspecified,Not Specified,758.0,2299.0,67.03,3.4,441.0
JN00037,Urbano Fashion,Men Slim Fit Jeans,Slim Fit,Not Specified,629.0,1399.0,55.04,4.0,22300.0
JN00038,FUGAZEE,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2099.0,3499.0,40.01,3.7,124.0
JN00039,The Indian Garage Co,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,659.0,1999.0,67.03,4.0,1600.0
JN00040,Roadster,Men Black Faded Casual Jeans,Other/Unspecified,Not Specified,774.0,2499.0,69.03,3.5,868.0
JN00041,French Connection,Men Slim Fit Jeans,Slim Fit,Not Specified,1294.0,3499.0,63.02,4.4,17.0
JN00042,Mast & Harbour,Men Straight Fit Jeans,Straight Fit,Not Specified,764.0,1699.0,55.03,3.5,38.0
JN00043,Roadster,Men Slim Fit Jeans,Slim Fit,Not Specified,681.0,2199.0,69.03,3.8,185.0
JN00044,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,1553.0,4199.0,63.02,3.8,22.0
JN00045,Mast & Harbour,Men Slim Tapered Fit Jeans,Slim Fit,Not Specified,701.0,2599.0,73.03,3.8,314.0
JN00046,The Indian Garage Co,Men Pure Cotton Skater Jeans,Other/Unspecified,Not Specified,688.0,2549.0,73.01,3.7,35.0
JN00047,Mufti,Men Super Skinny Fit Jeans,Skinny Fit,Not Specified,1393.0,3399.0,59.02,3.7,35.0
JN00048,The Indian Garage Co,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,808.0,2449.0,67.01,3.5,589.0
JN00049,glitchez,Men Straight Fit Jeans,Straight Fit,Not Specified,797.0,1399.0,43.03,4.0,230.0
JN00050,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,1649.0,3299.0,50.02,4.2,5.0
JN00052,Thomas Scott,Men Bootcut Stretchable Jeans,Bootcut,Not Specified,874.0,3499.0,75.02,3.6,234.0
JN00053,Mast & Harbour,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,819.0,2599.0,68.49,3.4,252.0
JN00054,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1762.0,4299.0,59.01,4.9,7.0
JN00055,HIGHLANDER,Men Cotton Relaxed Fit Jeans,Relaxed Fit,Not Specified,574.0,2299.0,75.03,3.5,234.0
JN00056,Mast & Harbour,Men Stretchable Jeans,Other/Unspecified,Not Specified,889.0,2999.0,70.36,3.7,189.0
JN00057,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,1214.0,4499.0,73.02,4.4,43.0
JN00058,Urbano Fashion,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,944.0,2099.0,55.03,3.8,567.0
JN00059,Bene Kleed,Men Wide Leg High-Rise Jeans,Wide Leg,High-Rise,1035.0,2799.0,63.02,3.9,45.0
JN00060,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,2149.0,4299.0,50.01,3.9,45.0
JN00061,Mast & Harbour,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,764.0,1699.0,55.03,4.0,9.0
JN00062,HIGHLANDER,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,791.0,2399.0,67.03,3.6,2800.0
JN00063,Mufti,Men Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1332.0,4299.0,69.02,3.4,87.0
JN00064,Bene Kleed,Men Straight Fit Jeans,Straight Fit,Not Specified,989.0,2999.0,67.02,4.1,73.0
JN00065,V-Mart,Men Straight Fit Jeans,Straight Fit,Not Specified,809.0,899.0,10.01,3.5,41.0
JN00066,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1424.0,2499.0,43.02,4.1,8.0
JN00067,Urbano Fashion,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,1079.0,2399.0,55.02,4.0,485.0
JN00068,The Indian Garage Co,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,661.0,2449.0,73.01,3.8,127.0
JN00069,Levis,Men 511 Slim Fit Jeans,Slim Fit,Not Specified,2079.0,3199.0,35.01,4.2,794.0
JN00070,Kotty,Men Regular Fit Mid-Rise Jeans,Regular Fit,Mid-Rise,659.0,1999.0,67.03,3.4,21.0
JN00071,Urbano Fashion,Men Bootcut Jeans,Bootcut,Not Specified,944.0,2099.0,55.03,4.1,1100.0
JN00072,Levis,Men Regular Fit Jeans,Regular Fit,Not Specified,944.0,2099.0,55.03,4.1,1100.0
JN00073,Roadster,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,645.0,1699.0,62.04,3.6,45.0
JN00074,Mast & Harbour,Men Cotton Regular Fit Jeans,Regular Fit,Not Specified,1121.0,2199.0,49.02,1.8,423.0
JN00075,Flying Machine,Men Tapered Fit Jeans,Tapered Fit,Not Specified,1829.0,2999.0,39.01,1.8,423.0
JN00076,Bene Kleed,Men Straight Fit Jeans,Straight Fit,Not Specified,979.0,3499.0,72.02,3.5,115.0
JN00077,Nautica,Men Slim Fit Jeans,Slim Fit,Not Specified,1088.0,3299.0,67.02,4.5,30.0
JN00078,Flying Machine,Men Micheal Slim Fit Jeans,Slim Fit,Not Specified,1559.0,2599.0,40.02,4.1,554.0
JN00079,Bene Kleed,Men High-Rise Baggy Fit Jeans,Other/Unspecified,High-Rise,983.0,2399.0,59.02,3.6,34.0
JN00080,Urbano Fashion,Men Mid Rise Bootcut Jeans,Bootcut,Mid-Rise,899.0,1999.0,55.03,4.2,1200.0
JN00081,Mufti,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1332.0,4299.0,69.02,4.1,24.0
JN00082,MASTERLY WEFT,Men Mid-Rise Stretchable Jeans,Other/Unspecified,Mid-Rise,959.0,1999.0,52.03,3.2,6.0
JN00083,Kotty,Men Low-Rise Jeans,Other/Unspecified,Low-Rise,619.0,1999.0,69.03,4.4,25.0
JN00084,Flying Machine,Men Super Skinny Fit Jeans,Skinny Fit,Not Specified,1649.0,2999.0,45.02,4.4,25.0
JN00085,The Indian Garage Co,Men Slim Fit Jeans,Slim Fit,Not Specified,659.0,1999.0,67.03,3.8,1400.0
JN00086,glitchez,Men Baggy Loose Jeans,Loose Fit,Not Specified,747.0,2199.0,66.03,3.3,65.0
JN00087,Flying Machine,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1448.0,2299.0,37.02,3.3,65.0
JN00088,Mast & Harbour,Relaxed Fit Jeans,Relaxed Fit,Not Specified,831.0,2599.0,68.03,3.6,203.0
JN00089,Bene Kleed,Men Straight Fit Cotton Jeans,Straight Fit,Not Specified,1049.0,2999.0,65.02,3.5,32.0
JN00090,Mufti,Men Slim Fit Jeans,Slim Fit,Not Specified,2149.0,4299.0,50.01,3.4,5.0
JN00091,Roadster,Men Cotton Mid Rise Jeans,Other/Unspecified,Mid-Rise,919.0,2299.0,60.03,3.9,61.0
JN00092,HIGHLANDER,Men Wide Leg Cotton Jeans,Wide Leg,Not Specified,1099.0,2799.0,60.74,3.9,236.0
JN00093,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1707.0,2799.0,39.01,3.9,236.0
JN00094,Mast & Harbour,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,883.0,3399.0,74.02,4.1,703.0
JN00095,HIGHLANDER,Men Slim Fit Jeans,Slim Fit,Not Specified,675.0,1299.0,48.04,3.8,13700.0
JN00096,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,3.8,13700.0
JN00097,Sztori,Plus Size Stretchable Jeans,Other/Unspecified,Not Specified,863.0,2699.0,68.03,4.4,555.0
JN00098,HERE&NOW,Men Bootcut Jeans,Bootcut,Not Specified,869.0,2499.0,65.23,4.2,374.0
JN00099,Flying Machine,Non Stretchable Cotton Jeans,Other/Unspecified,Not Specified,1829.0,2999.0,39.01,4.2,374.0
JN00100,Roadster,Men Pure Cotton Jeans,Other/Unspecified,Not Specified,917.0,3399.0,73.02,4.0,534.0
JN00101,Roadster,Men Straight Fit Jeans,Straight Fit,Not Specified,599.0,1499.0,60.04,4.2,80.0
JN00102,TURMS,30 Days No Wash Jeans,Other/Unspecified,Not Specified,3499.0,4999.0,30.01,3.7,22.0
JN00103,Roadster,Men Cotton Baggy-Fit Jeans,Other/Unspecified,Not Specified,1024.0,2499.0,59.02,3.9,355.0
JN00104,Bene Kleed,Mid-Rise Heavy Fade Jeans,Other/Unspecified,Mid-Rise,989.0,2999.0,67.02,3.5,100.0
JN00105,Flying Machine,Men Slim Fit Cotton Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,3.5,100.0
JN00106,WROGN,Men Slim Fit Jeans,Slim Fit,Not Specified,919.0,2299.0,60.03,4.5,15.0
JN00107,Roadster,Men Pure Cotton Jeans,Other/Unspecified,Not Specified,725.0,2199.0,67.03,3.9,225.0
JN00108,WROGN,Men Relaxed Fit Mid-Rise Jeans,Relaxed Fit,Mid-Rise,1594.0,2899.0,45.02,4.3,25.0
JN00109,Nautica,Men Straight Fit Jeans,Straight Fit,Not Specified,1385.0,3299.0,58.02,4.4,76.0
JN00110,WROGN,Men Anti fit Light Fade Jeans,Anti Fit,Not Specified,1268.0,2699.0,53.02,4.2,37.0
JN00111,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1471.0,2299.0,36.02,4.2,37.0
JN00112,HIGHLANDER,Men Tapered Fit Jeans,Tapered Fit,Not Specified,769.0,1149.0,33.07,3.6,2100.0
JN00113,Roadster,Men Straight Fit Jeans,Straight Fit,Not Specified,1074.0,2499.0,57.02,3.9,58.0
JN00114,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,2099.0,4199.0,50.01,3.9,58.0
JN00115,Roadster,Men Cotton Straight Fit Jeans,Straight Fit,Not Specified,979.0,3499.0,72.02,3.5,195.0
JN00116,The Indian Garage Co,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,857.0,2599.0,67.03,3.7,328.0
JN00117,Mufti,Men Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1434.0,3499.0,59.02,3.7,328.0
JN00118,Roadster,Baggy Jeans,Other/Unspecified,Not Specified,874.0,2499.0,65.03,3.6,14.0
JN00119,glitchez,Men Wide Leg Jeans,Wide Leg,Not Specified,725.0,2199.0,67.03,3.6,68.0
JN00120,Roadster,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,645.0,1699.0,62.04,3.3,15.0
JN00121,WROGN,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1049.0,2999.0,65.02,4.6,23.0
JN00122,Levis,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1304.0,2899.0,55.02,4.1,232.0
JN00123,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,2134.0,3499.0,39.01,4.1,232.0
JN00124,Thomas Scott,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,999.0,2599.0,61.56,3.9,1300.0
JN00125,Red Tape,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1311.0,6399.0,79.51,4.1,359.0
JN00126,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1829.0,2999.0,39.01,4.1,359.0
JN00127,Mast & Harbour,Men Straight Fit Jeans,Straight Fit,Not Specified,764.0,1699.0,55.03,4.5,33.0
JN00128,Urbano Fashion,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,1079.0,2399.0,55.02,3.9,416.0
JN00129,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1616.0,3299.0,51.02,3.9,416.0
JN00130,Mast & Harbour,Men Straight Fit Jeans,Straight Fit,Not Specified,827.0,1799.0,54.03,4.2,25.0
JN00131,Stylecast X Kotty,Men Regular Fit  Jeans,Regular Fit,Not Specified,559.0,1999.0,72.04,4.1,79.0
JN00132,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1471.0,2299.0,36.02,4.1,79.0
JN00133,HERE&NOW,Bootcut Jeans,Bootcut,Not Specified,929.0,2599.0,64.26,3.9,380.0
JN00134,MAAHIT,Men Baggy Mid-Rise Jeans,Other/Unspecified,Mid-Rise,689.0,2999.0,77.03,2.6,14.0
JN00135,The Indian Garage Co,Men Bootcut Jeans,Bootcut,Not Specified,808.0,2449.0,67.01,3.4,233.0
JN00136,glitchez,Men Carrot Fit Jeans,Other/Unspecified,Not Specified,713.0,1699.0,58.03,4.2,19.0
JN00137,Mufti,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1499.0,2999.0,50.02,4.2,5.0
JN00138,FUDE PRIDE,Men Mid-Rise Light Fade Jeans,Other/Unspecified,Mid-Rise,689.0,2999.0,77.03,3.9,35.0
JN00139,Bene Kleed,Men Heavy Fade Jeans,Other/Unspecified,Not Specified,839.0,2999.0,72.02,3.9,117.0
JN00140,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1402.0,2299.0,39.02,3.9,117.0
JN00141,HERE&NOW,Men Cargo Baggy Mid-Rise Jeans,Other/Unspecified,Mid-Rise,1325.0,3899.0,66.02,2.9,10.0
JN00142,Mast & Harbour,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,764.0,1699.0,55.03,4.1,40.0
JN00143,Flying Machine,Men Slim Fit Cotton Jeans,Slim Fit,Not Specified,1599.0,2499.0,36.01,4.1,40.0
JN00144,Roadster,Men Cotton Relaxed Fit Jeans,Relaxed Fit,Not Specified,911.0,2399.0,62.03,4.3,20.0
JN00145,StyleCast x Revolte,Wide Leg Medium Shade Jeans,Wide Leg,Not Specified,1364.0,3499.0,61.02,3.8,103.0
JN00146,Mufti,Men Slim Fit Corduroy Jeans,Slim Fit,Not Specified,1208.0,3899.0,69.02,4.2,56.0
JN00147,Roadster,Light Fade Stretchable Jeans,Other/Unspecified,Not Specified,909.0,2599.0,65.03,4.2,56.0
JN00148,The Indian Garage Co,Men Straight Fit Jeans,Straight Fit,Not Specified,959.0,2399.0,60.03,4.2,496.0
JN00149,Roadster,Men Regular Mid-Rise Jeans,Regular Fit,Mid-Rise,645.0,1899.0,66.03,4.1,32.0
JN00150,WROGN,Men Loose Fit Jeans,Loose Fit,Not Specified,1221.0,2599.0,53.02,3.8,58.0
JN00151,glitchez,Men Loose Fit Heavy Fade Jeans,Loose Fit,Not Specified,615.0,2199.0,72.03,4.2,87.0
JN00152,Mast & Harbour,Men Straight Fit Jeans,Straight Fit,Not Specified,764.0,1699.0,55.03,4.4,31.0
JN00153,Style Quotient,Men Cotton Cargo Jeans,Other/Unspecified,Not Specified,990.0,2999.0,66.99,4.3,2800.0
JN00154,Roadster,Men Flared Light Fade Jeans,Flared,Not Specified,701.0,2599.0,73.03,3.4,24.0
JN00155,Thomas Scott,Men Clean Look Jeans,Other/Unspecified,Not Specified,819.0,3299.0,75.17,4.0,220.0
JN00156,Urbano Fashion,Men Relaxed Fit Cotton Jeans,Relaxed Fit,Not Specified,1079.0,2399.0,55.02,3.1,116.0
JN00157,The Indian Garage Co,Men Bootcut Jeans,Bootcut,Not Specified,896.0,2299.0,61.03,4.1,151.0
JN00158,Roadster,Men Straight Fit Mid-Rise Jeans,Straight Fit,Mid-Rise,645.0,1699.0,62.04,3.6,5.0
JN00159,Red Tape,Men Skinny Fit Jeans,Skinny Fit,Not Specified,1379.0,6899.0,80.01,4.4,52.0
JN00160,Bene Kleed,Mid-Rise Baggy Fit Jeans,Other/Unspecified,Mid-Rise,989.0,2999.0,67.02,3.7,1400.0
JN00161,Thomas Scott,Men Smart Stretchable Jeans,Other/Unspecified,Not Specified,824.0,3299.0,75.02,4.2,99.0
JN00162,WROGN,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1385.0,2199.0,37.02,4.3,15.0
JN00163,glitchez,Men Bootcut Jeans,Bootcut,Not Specified,575.0,1599.0,64.04,3.4,59.0
JN00164,Urbano Fashion,Men Relaxed Fit Cargo Jeans,Relaxed Fit,Not Specified,1079.0,2399.0,55.02,4.1,947.0
JN00165,Bene Kleed,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,988.0,2299.0,57.02,4.2,476.0
JN00166,Urbano Fashion,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,944.0,2099.0,55.03,4.0,611.0
JN00167,Bene Kleed,Men Cotton Relaxed Fit Jeans,Relaxed Fit,Not Specified,824.0,3299.0,75.02,4.1,309.0
JN00168,HIGHLANDER,Men Cotton Relaxed Fit Jeans,Relaxed Fit,Not Specified,574.0,2299.0,75.03,3.7,86.0
JN00169,Mast & Harbour,Men Regular Fit Jeans,Regular Fit,Not Specified,827.0,1799.0,54.03,3.9,18.0
JN00170,Roadster,Men Tapered Fit Jeans,Tapered Fit,Not Specified,701.0,2699.0,74.03,3.7,987.0
JN00171,glitchez,Men Straight Fit Jeans,Straight Fit,Not Specified,611.0,1699.0,64.04,3.9,31.0
JN00172,The Indian Garage Co,Men Pure Cotton Skater Jeans,Other/Unspecified,Not Specified,728.0,2699.0,73.03,3.7,57.0
JN00173,Roadster,Men Straight Fit Jeans,Straight Fit,Not Specified,645.0,1699.0,62.04,3.9,34.0
JN00174,Bene Kleed,Men Relaxed Fit Distress Jeans,Relaxed Fit,Not Specified,951.0,2799.0,66.02,3.8,54.0
JN00175,WROGN,Men Straight Fit Jeans,Straight Fit,Not Specified,1325.0,2599.0,49.02,3.9,300.0
JN00176,MAAHIT,Men Mid-Rise Baggy Jeans,Other/Unspecified,Mid-Rise,689.0,2999.0,77.03,3.1,49.0
JN00177,glitchez,Men Wide Leg Jeans,Wide Leg,Not Specified,593.0,2199.0,73.03,3.5,65.0
JN00178,Kotty,Men Low-Rise Jeans,Other/Unspecified,Low-Rise,619.0,1999.0,69.03,3.8,859.0
JN00179,glitchez,Men Straight Jeans,Straight Fit,Not Specified,647.0,2399.0,73.03,3.5,124.0
JN00180,glitchez,Men Wide Leg Jeans,Wide Leg,Not Specified,615.0,2199.0,72.03,3.5,79.0
JN00181,Thomas Scott,Men Bootcut Jeans,Bootcut,Not Specified,999.0,3499.0,71.45,3.9,401.0
JN00182,The Indian Garage Co,Men Slim Fit Jeans,Slim Fit,Not Specified,659.0,1999.0,67.03,4.1,922.0
JN00183,Being Human,Men Slim Fit Jeans,Slim Fit,Not Specified,1259.0,2999.0,58.02,4.4,14.0
JN00184,Roadster,Men Bootcut Jeans,Bootcut,Not Specified,1199.0,2999.0,60.02,4.1,165.0
JN00185,Peter England Casuals,Men Solid Jeans,Other/Unspecified,Not Specified,1379.0,2299.0,40.02,4.2,186.0
JN00186,bigbanana,Men Plus Size Jeans,Other/Unspecified,Not Specified,1311.0,3199.0,59.02,3.7,29.0
JN00187,PARIS HAMILTON,Men Bootcut Mid-Rise Jeans,Bootcut,Mid-Rise,899.0,1999.0,55.03,3.8,12.0
JN00188,glitchez,Men Loose Fit Ripped Jeans,Loose Fit,Not Specified,639.0,1999.0,68.03,3.8,63.0
JN00189,Stylecast X Kotty,Men Regular Fit Mid-Rise Jeans,Regular Fit,Mid-Rise,559.0,1999.0,72.04,3.8,114.0
JN00190,Urbano Fashion,Men Slim Fit Jeans,Slim Fit,Not Specified,674.0,1499.0,55.04,4.0,300.0
JN00191,Kotty,Men Stretchable Jeans,Other/Unspecified,Not Specified,619.0,1999.0,69.03,3.8,689.0
JN00192,Dennis Lingo,Straight Fit Mid-Rise Jeans,Straight Fit,Mid-Rise,712.0,2299.0,69.03,4.2,12.0
JN00193,Urbano Fashion,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,1149.0,2299.0,50.02,3.7,711.0
JN00194,HERE&NOW,Men Pure Cotton Baggy Jeans,Other/Unspecified,Not Specified,1349.0,2999.0,55.02,2.9,15.0
JN00195,Roadster,Men Loose Light Jeans,Loose Fit,Not Specified,831.0,2599.0,68.03,4.4,66.0
JN00196,glitchez,Men Flared Jeans,Flared,Not Specified,647.0,2399.0,73.03,3.7,80.0
JN00197,The Indian Garage Co,Men Slim Fit Jeans,Slim Fit,Not Specified,873.0,2299.0,62.03,3.8,2700.0
JN00198,Bene Kleed,Pure Cotton Straight Fit Jeans,Straight Fit,Not Specified,974.0,2499.0,61.02,4.0,1100.0
JN00199,HIGHLANDER,Men Tapered Fit Jeans,Tapered Fit,Not Specified,492.0,1449.0,66.05,3.8,4100.0
JN00200,Roadster,Men Slim Fit Jeans,Slim Fit,Not Specified,459.0,999.0,54.05,3.6,756.0
JN00203,RIG BONE,Men Mid-Rise Baggy Jeans,Other/Unspecified,Mid-Rise,980.0,3999.0,75.49,3.5,6.0
JN00204,HERE&NOW,Men Baggy Fit Jeans,Other/Unspecified,Not Specified,985.0,2899.0,66.02,3.4,40.0
JN00206,HIGHLANDER,Men Tapered Fit Jeans,Tapered Fit,Not Specified,809.0,2249.0,64.03,3.8,257.0
JN00207,Bene Kleed,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,873.0,2299.0,62.03,4.1,4000.0
JN00209,PARIS HAMILTON,Men Bootcut Jeans,Bootcut,Not Specified,899.0,1999.0,55.03,4.0,283.0
JN00210,Urbano Fashion,Men Stretchable Jeans,Other/Unspecified,Not Specified,809.0,1799.0,55.03,4.1,1900.0
JN00211,Flying Machine,Slim Fit Stretchable Jeans,Slim Fit,Not Specified,1829.0,2999.0,39.01,4.1,1900.0
JN00212,Flying Machine,Men Slim Fit Mid-Rise Jeans,Slim Fit,Mid-Rise,1367.0,2399.0,43.02,4.1,30.0
JN00213,HIGHLANDER,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,674.0,2699.0,75.03,3.1,205.0
JN00215,Roadster,Men Straight Fit Jeans,Straight Fit,Not Specified,645.0,1699.0,62.04,4.3,264.0
JN00216,ASHTOM,Men High-Rise Jeans,Other/Unspecified,High-Rise,799.0,2999.0,73.36,3.7,55.0
JN00217,Calvin Klein Jeans,Men Slim Fit Jeans,Slim Fit,Not Specified,799.0,2999.0,73.36,3.7,55.0
JN00218,Roadster,Men Slim Fit Jeans,Slim Fit,Not Specified,719.0,2399.0,70.03,3.8,369.0
JN00219,Roadster,Men Straight Fit Mid-Rise Jeans,Straight Fit,Mid-Rise,611.0,1699.0,64.04,3.8,369.0
JN00221,FOUL CHILD,Men Flared Mid-Rise Jeans,Flared,Mid-Rise,1407.0,2969.0,52.61,3.5,46.0
JN00222,Roadster,Men Pure Cotton Bootcut Jeans,Bootcut,Not Specified,805.0,2599.0,69.03,3.6,42.0
JN00223,Flying Machine,Men Relaxed Fit Jeans,Relaxed Fit,Not Specified,2309.0,3499.0,34.01,3.6,42.0
JN00224,glitchez,Men Jeans,Other/Unspecified,Not Specified,615.0,2199.0,72.03,3.3,56.0
JN00225,Roadster,Men Regular Fit Jeans,Regular Fit,Not Specified,782.0,2699.0,71.03,3.8,740.0
JN00227,WROGN,Men Straight Stretchable Jeans,Straight Fit,Not Specified,1385.0,2199.0,37.02,3.9,31.0
JN00228,glitchez,Men Flared Jeans,Flared,Not Specified,719.0,2399.0,70.03,4.0,40.0
JN00229,Flying Machine,Men Slim Fit Jeans,Slim Fit,Not Specified,1549.0,2499.0,38.02,4.0,40.0
JN00230,WROGN,Men Baggy Fit Cotton Jeans,Other/Unspecified,Not Specified,1268.0,2699.0,53.02,3.5,21.0
JN00231,Roadster,Men Regular Fit Jeans,Regular Fit,Not Specified,779.0,2599.0,70.03,3.9,16.0
